"GEOID","EP_POV150","EP_UNEMP","EP_HBURD","EP_NOHSDP","EP_UNINSUR","EP_AGE65","EP_AGE17","EP_DISABL","EP_SNGPNT","EP_LIMENG","EP_MUNIT","EP_MOBILE","EP_CROWD","EP_NOVEH","EP_GROUPQ","EP_NOINT","med_income","med_homeval"
"29021",0.273,0.048,0.252,0.104,0.128,0.168,0.225,0.174,0.067,0.014,0.077,0.041,0.023,0.088,0.043,0.168,54073,130000
"29023",0.35,0.053,0.286,0.164,0.133,0.19,0.233,0.228,0.058,0,0.022,0.113,0.024,0.088,0.022,0.189,44842,117000
"29025",0.279,0.048,0.176,0.102,0.11,0.2,0.236,0.15,0.039,0.001,0.007,0.13,0.012,0.066,0.02,0.192,54321,114600
"29027",0.186,0.052,0.203,0.098,0.1,0.169,0.208,0.134,0.06,0.001,0.014,0.156,0.004,0.04,0.083,0.113,63791,162500
"29029",0.2,0.052,0.227,0.083,0.127,0.286,0.174,0.186,0.028,0.004,0.208,0.064,0.018,0.028,0.012,0.174,55717,221400
"29031",0.231,0.032,0.241,0.082,0.069,0.17,0.213,0.14,0.047,0.003,0.067,0.05,0.014,0.058,0.045,0.116,59252,167100
"29033",0.24,0.047,0.168,0.086,0.07,0.219,0.222,0.138,0.039,0.001,0.025,0.089,0.001,0.061,0.012,0.22,54967,93200
"29035",0.312,0.012,0.278,0.166,0.161,0.202,0.219,0.296,0.037,0,0.007,0.2,0.001,0.105,0.007,0.199,42378,146800
"29037",0.128,0.045,0.198,0.059,0.086,0.172,0.237,0.14,0.062,0.002,0.024,0.049,0.014,0.04,0.009,0.098,76924,212000
"29039",0.346,0.025,0.234,0.142,0.16,0.234,0.241,0.224,0.031,0,0.015,0.194,0.02,0.072,0.02,0.202,41211,126500
"29041",0.205,0.043,0.127,0.079,0.081,0.25,0.225,0.173,0.041,0,0.008,0.107,0.01,0.046,0.032,0.183,56758,108000
"29043",0.15,0.036,0.193,0.072,0.086,0.161,0.252,0.129,0.048,0.006,0.032,0.038,0.027,0.025,0.006,0.096,69212,195100
"29045",0.28,0.039,0.106,0.104,0.122,0.206,0.246,0.142,0.016,0.001,0.002,0.166,0.029,0.058,0.012,0.277,45965,102100
"29047",0.148,0.04,0.225,0.062,0.078,0.146,0.238,0.119,0.07,0.011,0.122,0.018,0.02,0.045,0.01,0.093,75596,199600
"29049",0.179,0.061,0.205,0.062,0.09,0.18,0.234,0.144,0.048,0.002,0.007,0.039,0.018,0.041,0.021,0.164,63876,164200
"29051",0.154,0.031,0.183,0.075,0.07,0.173,0.222,0.121,0.059,0.005,0.07,0.024,0.011,0.053,0.06,0.165,64715,174700
"29053",0.214,0.05,0.196,0.095,0.098,0.186,0.222,0.161,0.057,0.002,0.015,0.076,0.015,0.044,0.087,0.155,55711,151500
"29055",0.263,0.069,0.254,0.158,0.138,0.203,0.223,0.217,0.041,0.001,0.013,0.176,0.014,0.061,0.022,0.233,46643,136000
"29057",0.35,0.057,0.225,0.106,0.112,0.245,0.202,0.161,0.043,0.003,0.007,0.161,0.023,0.066,0.026,0.206,43661,109800
"29059",0.326,0.049,0.232,0.111,0.156,0.206,0.239,0.199,0.043,0.003,0.006,0.168,0.017,0.048,0.013,0.231,44948,136700
"29061",0.271,0.02,0.203,0.129,0.149,0.209,0.251,0.144,0.036,0.002,0.018,0.106,0.036,0.089,0.021,0.219,55750,112700
"29063",0.182,0.031,0.142,0.108,0.099,0.181,0.181,0.149,0.046,0.002,0.022,0.063,0.006,0.063,0.214,0.222,59462,138100
"29065",0.294,0.048,0.204,0.144,0.13,0.216,0.226,0.216,0.059,0.001,0.01,0.18,0.036,0.056,0.013,0.269,45700,109600
"29067",0.302,0.065,0.234,0.152,0.106,0.249,0.223,0.212,0.066,0,0.006,0.148,0.016,0.045,0.011,0.251,45125,129200
"29069",0.337,0.057,0.233,0.2,0.176,0.184,0.257,0.219,0.1,0.012,0.028,0.103,0.028,0.085,0.026,0.141,42194,82000
"29071",0.162,0.046,0.198,0.096,0.077,0.182,0.225,0.143,0.042,0.001,0.035,0.094,0.008,0.04,0.009,0.117,65263,176400
"29073",0.201,0.021,0.161,0.111,0.081,0.226,0.207,0.175,0.05,0.002,0.008,0.123,0.028,0.06,0.017,0.17,58956,138000
"29075",0.272,0.029,0.218,0.124,0.116,0.187,0.25,0.156,0.039,0.001,0.024,0.077,0.021,0.05,0.033,0.202,47746,104400
"29077",0.25,0.039,0.285,0.069,0.119,0.168,0.208,0.149,0.048,0.005,0.149,0.023,0.024,0.071,0.037,0.176,50682,159500
"29079",0.258,0.041,0.219,0.146,0.184,0.217,0.25,0.146,0.043,0.009,0.037,0.046,0.015,0.111,0.034,0.245,49621,93700
"29081",0.307,0.023,0.218,0.092,0.074,0.221,0.241,0.211,0.05,0.002,0.02,0.081,0.013,0.064,0.022,0.175,45313,82500
"29083",0.254,0.067,0.238,0.109,0.107,0.222,0.218,0.197,0.069,0.004,0.017,0.105,0.027,0.051,0.013,0.155,49682,124200
"29085",0.374,0.088,0.339,0.106,0.146,0.336,0.169,0.269,0.009,0.01,0.002,0.368,0.011,0.033,0.013,0.36,32132,88900
"29087",0.228,0.039,0.174,0.064,0.1,0.256,0.201,0.196,0.056,0.001,0.009,0.098,0.006,0.033,0.024,0.24,52500,98600
"29089",0.221,0.045,0.185,0.115,0.098,0.193,0.219,0.164,0.049,0.004,0.007,0.145,0.013,0.032,0.079,0.157,58596,142400
"29091",0.365,0.055,0.238,0.138,0.158,0.196,0.24,0.192,0.057,0.002,0.027,0.146,0.018,0.075,0.016,0.192,43200,120800
"29093",0.279,0.033,0.223,0.137,0.11,0.22,0.209,0.229,0.076,0,0.018,0.123,0.017,0.058,0.038,0.218,44717,93200
"29095",0.226,0.049,0.287,0.083,0.116,0.154,0.233,0.129,0.073,0.016,0.152,0.009,0.02,0.079,0.015,0.117,60800,167900
"29097",0.29,0.041,0.245,0.117,0.138,0.158,0.246,0.158,0.068,0.012,0.058,0.062,0.022,0.065,0.018,0.126,51876,129600
"29099",0.146,0.038,0.19,0.088,0.079,0.157,0.228,0.137,0.064,0.003,0.033,0.1,0.012,0.032,0.009,0.097,71285,175000
"29101",0.218,0.048,0.243,0.076,0.101,0.128,0.217,0.127,0.051,0.005,0.039,0.086,0.017,0.043,0.076,0.104,59952,173400
"29103",0.289,0.021,0.204,0.148,0.253,0.208,0.238,0.17,0.035,0.001,0,0.092,0.005,0.027,0.03,0.373,40814,79400
"29105",0.301,0.059,0.226,0.127,0.116,0.18,0.247,0.182,0.081,0.004,0.037,0.167,0.016,0.068,0.009,0.242,46968,121400
"29107",0.177,0.024,0.141,0.083,0.084,0.19,0.23,0.161,0.04,0.006,0.028,0.07,0.006,0.034,0.02,0.168,70969,159500
"29109",0.284,0.052,0.238,0.142,0.145,0.179,0.252,0.165,0.052,0.012,0.015,0.109,0.03,0.06,0.015,0.163,46923,121600
"29111",0.277,0.059,0.193,0.136,0.082,0.187,0.215,0.142,0.038,0,0.025,0.128,0.021,0.057,0.086,0.248,46250,94200
"29113",0.186,0.034,0.182,0.093,0.087,0.14,0.252,0.144,0.072,0.003,0.018,0.147,0.016,0.04,0.012,0.099,76622,172200
"29115",0.256,0.028,0.151,0.096,0.088,0.214,0.235,0.141,0.043,0.002,0.006,0.062,0.011,0.054,0.013,0.251,54245,91300
"29117",0.216,0.03,0.174,0.125,0.107,0.198,0.218,0.145,0.07,0,0.022,0.066,0.007,0.062,0.094,0.278,54309,120800
"29119",0.352,0.059,0.234,0.207,0.207,0.152,0.255,0.141,0.071,0.049,0.012,0.242,0.065,0.056,0.007,0.267,43086,105400
"29121",0.197,0.038,0.206,0.087,0.117,0.22,0.232,0.164,0.045,0.005,0.013,0.095,0.016,0.056,0.016,0.243,48583,105200
"29123",0.205,0.051,0.19,0.118,0.15,0.19,0.239,0.226,0.064,0,0.022,0.146,0.018,0.049,0.017,0.201,50529,118700
"29125",0.23,0.056,0.248,0.13,0.104,0.221,0.205,0.22,0.021,0.005,0.012,0.17,0.015,0.059,0.011,0.244,50434,158600
"29127",0.253,0.029,0.189,0.103,0.078,0.182,0.231,0.154,0.08,0.001,0.052,0.053,0.011,0.078,0.051,0.136,56213,131700
"29129",0.28,0.029,0.206,0.09,0.121,0.219,0.242,0.165,0.03,0.01,0.043,0.071,0.018,0.053,0.021,0.233,52105,82700
"29131",0.254,0.046,0.193,0.109,0.108,0.192,0.233,0.173,0.039,0.002,0.052,0.104,0.023,0.04,0.013,0.198,47288,141200
"29133",0.399,0.051,0.295,0.207,0.124,0.184,0.221,0.261,0.097,0.004,0.019,0.082,0.009,0.17,0.121,0.176,39127,82600
"29135",0.186,0.03,0.17,0.136,0.16,0.162,0.25,0.13,0.052,0.014,0.015,0.09,0.038,0.066,0.084,0.23,58900,149100
"29137",0.262,0.012,0.201,0.1,0.126,0.243,0.221,0.153,0.05,0.005,0.02,0.197,0.017,0.074,0.019,0.192,46441,123300
"29139",0.253,0.03,0.19,0.123,0.098,0.203,0.223,0.199,0.061,0.001,0.015,0.121,0.023,0.038,0.026,0.212,54390,147000
"29141",0.301,0.035,0.237,0.203,0.241,0.233,0.227,0.213,0.043,0.007,0.034,0.164,0.035,0.111,0.02,0.27,46078,156400
"29143",0.337,0.04,0.227,0.167,0.138,0.193,0.235,0.213,0.099,0.002,0.012,0.117,0.014,0.08,0.021,0.185,42370,85200
"29145",0.254,0.042,0.201,0.107,0.134,0.186,0.236,0.144,0.036,0.015,0.033,0.13,0.027,0.05,0.019,0.151,55820,137700
"29147",0.271,0.023,0.245,0.058,0.086,0.168,0.166,0.129,0.046,0.003,0.057,0.049,0.008,0.07,0.141,0.156,47669,133100
"29149",0.396,0.045,0.24,0.142,0.196,0.227,0.231,0.227,0.053,0,0.003,0.161,0.032,0.039,0.015,0.285,35972,101800
"29151",0.13,0.01,0.141,0.072,0.049,0.175,0.23,0.126,0.031,0.001,0.014,0.08,0.019,0.047,0.019,0.21,67088,166300
"29153",0.378,0.062,0.204,0.191,0.165,0.288,0.193,0.263,0.027,0,0.003,0.174,0.022,0.064,0.006,0.248,36402,121800
"29155",0.431,0.096,0.298,0.178,0.13,0.175,0.258,0.231,0.1,0.003,0.015,0.082,0.027,0.094,0.012,0.193,35865,84500
"29157",0.193,0.051,0.222,0.144,0.071,0.19,0.23,0.139,0.034,0.007,0.021,0.094,0.016,0.054,0.018,0.16,56832,158000
"29159",0.245,0.039,0.215,0.124,0.141,0.17,0.249,0.165,0.055,0.024,0.056,0.053,0.018,0.07,0.021,0.137,51936,133900
"29161",0.278,0.042,0.291,0.082,0.093,0.165,0.21,0.165,0.078,0.003,0.074,0.084,0.016,0.066,0.071,0.117,48124,154400
"29163",0.253,0.048,0.175,0.136,0.092,0.183,0.227,0.164,0.078,0.006,0.029,0.142,0.023,0.078,0.104,0.173,47382,102400
"29165",0.131,0.036,0.211,0.036,0.063,0.154,0.234,0.126,0.064,0.007,0.136,0.005,0.022,0.04,0.008,0.072,85031,251100
"29167",0.282,0.036,0.245,0.121,0.144,0.181,0.228,0.161,0.05,0.005,0.015,0.127,0.024,0.056,0.048,0.211,50890,146300
"29169",0.25,0.047,0.259,0.055,0.108,0.093,0.218,0.168,0.068,0.009,0.039,0.107,0.033,0.051,0.177,0.168,59252,160000
"29171",0.179,0.04,0.169,0.066,0.129,0.253,0.226,0.152,0.05,0.004,0.001,0.113,0.026,0.068,0.022,0.278,46161,84800
"29173",0.209,0.053,0.196,0.085,0.081,0.222,0.209,0.166,0.041,0,0.007,0.163,0.008,0.029,0.009,0.159,58829,133600
"29175",0.277,0.053,0.236,0.104,0.11,0.169,0.218,0.182,0.082,0.001,0.025,0.14,0.012,0.054,0.079,0.179,51403,120000
"29177",0.212,0.031,0.171,0.103,0.103,0.186,0.226,0.14,0.05,0.001,0.013,0.048,0.021,0.022,0.01,0.159,67643,151300
"29179",0.282,0.1,0.182,0.213,0.129,0.235,0.186,0.314,0.047,0,0.007,0.176,0.016,0.061,0.031,0.243,41925,98100
"29181",0.349,0.036,0.225,0.178,0.169,0.198,0.235,0.239,0.038,0,0.008,0.231,0.011,0.049,0.007,0.218,36089,94500
"29183",0.08,0.031,0.172,0.046,0.043,0.16,0.228,0.109,0.049,0.005,0.077,0.026,0.009,0.033,0.016,0.062,91792,242700
"29185",0.314,0.025,0.211,0.106,0.148,0.261,0.204,0.236,0.056,0.002,0.015,0.189,0.026,0.051,0.027,0.221,40470,112800
"29186",0.186,0.048,0.153,0.085,0.056,0.206,0.213,0.166,0.05,0.002,0.037,0.115,0.012,0.032,0.021,0.185,62607,181600
"29187",0.269,0.048,0.23,0.131,0.12,0.169,0.212,0.212,0.062,0.003,0.042,0.128,0.018,0.068,0.087,0.153,50015,126800
"29189",0.156,0.043,0.244,0.058,0.059,0.184,0.219,0.118,0.069,0.01,0.11,0.003,0.012,0.064,0.019,0.086,72562,220100
"29195",0.23,0.027,0.219,0.121,0.068,0.175,0.221,0.172,0.031,0.024,0.042,0.074,0.007,0.055,0.066,0.162,49705,112700
"29197",0.183,0.023,0.145,0.076,0.172,0.192,0.259,0.198,0.026,0,0.008,0.117,0.032,0.072,0.011,0.361,49746,87600
"29199",0.218,0.012,0.232,0.168,0.311,0.185,0.296,0.149,0.044,0,0.007,0.1,0.019,0.046,0.016,0.232,48705,112400
"29201",0.27,0.029,0.23,0.136,0.112,0.183,0.24,0.183,0.082,0,0.029,0.106,0.025,0.074,0.015,0.152,50556,122400
"29203",0.26,0.027,0.224,0.141,0.122,0.226,0.218,0.211,0.011,0,0,0.152,0.073,0.055,0.014,0.221,41176,126500
"29205",0.347,0.011,0.176,0.115,0.1,0.215,0.242,0.147,0.049,0.002,0.038,0.124,0.004,0.056,0.038,0.21,46178,73400
"29207",0.295,0.043,0.184,0.185,0.128,0.201,0.219,0.216,0.063,0,0.009,0.082,0.017,0.047,0.015,0.173,46052,108900
"29209",0.262,0.084,0.228,0.097,0.095,0.312,0.164,0.193,0.02,0.002,0.049,0.125,0.021,0.031,0.012,0.108,54320,193800
"29211",0.271,0.024,0.187,0.142,0.086,0.201,0.224,0.116,0.043,0.044,0.012,0.099,0.024,0.058,0.031,0.249,46964,79200
"29213",0.27,0.051,0.252,0.102,0.156,0.223,0.207,0.171,0.045,0.01,0.186,0.121,0.027,0.049,0.032,0.14,51031,157500
"29215",0.358,0.06,0.285,0.151,0.167,0.209,0.215,0.249,0.044,0.002,0.018,0.168,0.02,0.082,0.056,0.203,37994,112000
"29217",0.312,0.04,0.196,0.116,0.165,0.201,0.238,0.198,0.039,0.003,0.008,0.105,0.018,0.084,0.033,0.162,49494,111200
"29219",0.17,0.048,0.205,0.117,0.074,0.176,0.234,0.152,0.042,0,0.01,0.115,0.032,0.025,0.009,0.113,68350,190700
"29221",0.335,0.044,0.221,0.183,0.119,0.168,0.235,0.242,0.076,0.001,0.001,0.28,0.022,0.094,0.042,0.238,44955,103000
"29223",0.355,0.083,0.206,0.178,0.136,0.246,0.196,0.29,0.016,0,0.007,0.206,0.057,0.055,0.014,0.231,42257,101000
"29225",0.253,0.048,0.168,0.121,0.133,0.156,0.273,0.147,0.045,0.013,0.024,0.114,0.03,0.055,0.023,0.203,59325,161000
"29227",0.291,0.009,0.109,0.06,0.087,0.253,0.202,0.194,0.084,0,0.018,0.097,0.004,0.085,0.013,0.189,41847,68100
"29229",0.372,0.048,0.24,0.176,0.16,0.199,0.26,0.181,0.068,0.008,0.015,0.117,0.014,0.065,0.01,0.227,40179,117400
"29510",0.303,0.054,0.321,0.1,0.101,0.145,0.185,0.156,0.078,0.014,0.198,0.004,0.019,0.185,0.034,0.169,48751,153200
"30001",0.257,0.028,0.248,0.057,0.065,0.23,0.172,0.161,0.032,0,0.028,0.166,0.014,0.009,0.058,0.133,51048,249000
"30003",0.421,0.15,0.194,0.107,0.187,0.13,0.33,0.106,0.06,0,0.014,0.201,0.088,0.065,0.015,0.232,49640,148900
"30005",0.335,0.132,0.218,0.109,0.174,0.158,0.297,0.199,0.086,0.003,0.032,0.092,0.051,0.092,0.022,0.205,50847,117000
"30007",0.197,0.082,0.226,0.067,0.081,0.243,0.187,0.147,0.018,0,0.005,0.104,0.005,0.019,0.008,0.21,60244,265700
"30009",0.187,0.049,0.255,0.042,0.072,0.267,0.175,0.168,0.027,0.006,0.012,0.091,0.008,0.027,0.011,0.164,63178,297500
"30011",0.267,0.024,0.271,0.057,0.136,0.309,0.182,0.157,0.02,0,0.033,0.272,0.018,0.057,0.023,0.151,41447,116900
"30013",0.229,0.033,0.254,0.066,0.069,0.19,0.223,0.151,0.066,0.001,0.107,0.078,0.014,0.057,0.031,0.15,56377,194000
"30015",0.257,0.052,0.161,0.077,0.058,0.217,0.232,0.124,0.042,0,0.035,0.144,0.007,0.054,0.018,0.273,48237,157700
"30017",0.196,0.033,0.213,0.056,0.074,0.205,0.197,0.203,0.03,0.005,0.078,0.097,0.028,0.044,0.038,0.136,55426,186000
"30019",0.241,0.015,0.234,0.038,0.042,0.298,0.186,0.203,0.014,0,0.025,0.054,0.01,0.059,0.016,0.199,54722,160600
"30021",0.127,0.03,0.155,0.048,0.04,0.205,0.215,0.166,0.044,0,0.046,0.087,0.001,0.051,0.049,0.128,57684,152700
"30023",0.315,0.038,0.282,0.095,0.072,0.249,0.129,0.255,0.08,0,0.053,0.064,0.003,0.093,0.094,0.223,44809,145000
"30025",0.18,0,0.159,0.035,0.065,0.194,0.257,0.133,0.03,0,0.037,0.216,0.013,0.072,0.029,0.078,83750,197100
"30027",0.215,0.031,0.221,0.054,0.141,0.249,0.197,0.15,0.032,0.001,0.044,0.124,0.022,0.074,0.031,0.132,52941,150200
"30029",0.192,0.032,0.27,0.044,0.088,0.204,0.217,0.115,0.042,0.003,0.057,0.092,0.023,0.037,0.013,0.11,63582,333700
"30031",0.183,0.021,0.268,0.024,0.074,0.13,0.192,0.092,0.032,0.003,0.102,0.058,0.017,0.026,0.039,0.084,76208,435400
"30033",0.216,0,0.18,0.029,0.155,0.238,0.224,0.104,0.029,0,0,0.152,0.051,0.007,0.01,0.066,55000,154900
"30035",0.431,0.079,0.229,0.133,0.3,0.124,0.295,0.15,0.141,0.01,0.032,0.168,0.073,0.056,0.047,0.194,39441,129700
"30037",0.233,0.013,0.175,0.087,0.13,0.271,0.158,0.19,0,0,0,0.208,0.014,0.023,0.018,0.214,46607,109000
"30039",0.258,0.057,0.206,0.096,0.063,0.307,0.157,0.175,0.018,0,0,0.131,0.021,0.031,0.029,0.167,49077,248200
"30041",0.271,0.039,0.192,0.096,0.072,0.154,0.278,0.119,0.079,0.001,0.03,0.121,0.013,0.055,0.028,0.184,56840,168100
"30043",0.113,0.034,0.193,0.063,0.057,0.224,0.201,0.171,0.036,0.002,0.012,0.1,0.031,0.031,0.024,0.109,72500,304300
"30045",0.249,0.024,0.199,0.058,0.052,0.253,0.242,0.121,0.043,0.001,0.012,0.124,0,0.019,0.002,0.141,51691,164400
"30047",0.276,0.065,0.26,0.077,0.154,0.23,0.226,0.152,0.068,0.008,0.018,0.105,0.024,0.04,0.017,0.173,53154,289300
"30049",0.164,0.035,0.249,0.05,0.055,0.195,0.213,0.14,0.055,0.001,0.058,0.088,0.01,0.053,0.023,0.126,66486,280600
"30051",0.404,0.002,0.192,0.234,0.057,0.224,0.264,0.198,0.06,0.003,0.099,0.103,0.009,0.139,0.022,0.324,46507,99100
"30053",0.313,0.069,0.281,0.076,0.133,0.295,0.18,0.222,0.031,0.005,0.022,0.145,0.018,0.038,0.013,0.149,41922,212400
"30055",0.085,0.025,0.091,0.031,0.058,0.293,0.169,0.135,0.016,0.004,0,0.162,0.011,0,0.018,0.155,63365,159100
"30057",0.128,0.023,0.228,0.036,0.089,0.302,0.15,0.148,0.007,0,0.054,0.078,0.016,0.017,0.032,0.143,56410,320800
"30059",0.201,0.015,0.209,0.028,0.063,0.328,0.153,0.153,0,0,0.003,0.151,0.004,0.004,0.015,0.206,51709,179900
"30061",0.221,0.036,0.235,0.069,0.075,0.279,0.208,0.185,0.041,0,0.004,0.183,0.02,0.019,0.014,0.207,50750,212000
"30063",0.199,0.045,0.293,0.036,0.065,0.164,0.183,0.123,0.049,0.004,0.128,0.092,0.017,0.055,0.026,0.084,61423,327100
"30065",0.228,0.049,0.203,0.089,0.058,0.288,0.187,0.18,0.03,0.003,0.004,0.171,0.03,0.033,0.009,0.194,51153,196900
"30067",0.202,0.033,0.258,0.031,0.096,0.237,0.166,0.115,0.04,0.001,0.053,0.082,0.016,0.044,0.019,0.125,58510,329500
"30069",0.204,0.008,0.148,0.003,0.046,0.219,0.173,0.065,0.021,0,0,0.212,0.016,0,0,0.101,54375,119000
"30071",0.211,0.034,0.159,0.068,0.094,0.228,0.235,0.156,0.041,0,0.013,0.137,0.018,0.021,0.023,0.174,50789,154100
"30073",0.291,0.064,0.213,0.12,0.074,0.212,0.234,0.184,0.032,0.013,0.039,0.138,0.032,0.058,0.034,0.16,55865,149700
"30075",0.197,0.01,0.181,0.107,0.077,0.291,0.169,0.175,0.009,0,0.003,0.206,0.013,0.051,0.03,0.197,55833,128300
"30077",0.193,0.048,0.147,0.075,0.066,0.202,0.146,0.215,0.03,0,0.029,0.158,0.02,0.036,0.241,0.177,53111,144000
"30079",0.42,0.029,0.225,0.138,0.058,0.32,0.226,0.184,0,0,0,0.205,0,0.052,0.022,0.134,44500,115800
"30081",0.161,0.044,0.227,0.07,0.098,0.262,0.188,0.186,0.034,0,0.027,0.083,0.012,0.04,0.009,0.125,59640,316400
"30083",0.154,0.049,0.239,0.043,0.071,0.169,0.254,0.132,0.041,0.003,0.073,0.155,0.012,0.074,0.004,0.158,62530,236700
"30085",0.44,0.086,0.17,0.068,0.313,0.116,0.335,0.138,0.056,0.001,0.024,0.118,0.034,0.106,0.026,0.322,47182,103500
"30087",0.327,0.092,0.244,0.103,0.164,0.165,0.291,0.179,0.066,0.009,0.043,0.192,0.043,0.071,0.011,0.252,59339,139900
"30089",0.318,0.052,0.3,0.094,0.123,0.319,0.175,0.215,0.019,0.004,0.004,0.157,0.018,0.057,0.018,0.159,46848,263500
"30091",0.166,0.015,0.182,0.095,0.111,0.225,0.218,0.174,0.03,0.001,0.036,0.079,0.009,0.031,0.028,0.156,58786,115000
"30093",0.251,0.046,0.237,0.065,0.071,0.195,0.202,0.194,0.054,0.004,0.092,0.055,0.007,0.068,0.037,0.153,50331,164600
"30095",0.132,0.026,0.18,0.071,0.043,0.244,0.207,0.171,0.041,0.001,0.004,0.117,0.022,0.033,0.014,0.154,72906,276500
"30097",0.148,0.021,0.165,0.04,0.092,0.246,0.202,0.144,0.021,0.003,0.007,0.101,0.011,0.035,0.007,0.142,59238,243500
"30099",0.217,0.021,0.229,0.102,0.085,0.229,0.248,0.127,0.024,0.001,0.036,0.071,0.018,0.064,0.046,0.172,60431,191300
"30101",0.274,0.039,0.228,0.126,0.093,0.177,0.206,0.185,0.014,0.003,0.065,0.117,0.022,0.068,0.126,0.129,54137,152200
"30103",0.24,0.011,0.177,0.059,0.049,0.224,0.174,0.153,0.048,0,0.018,0.16,0.024,0.051,0,0.114,55313,171100
"30105",0.208,0.04,0.187,0.067,0.07,0.235,0.226,0.163,0.043,0,0.038,0.051,0.01,0.046,0.021,0.162,53667,160800
"30107",0.291,0.002,0.141,0.076,0.197,0.288,0.209,0.106,0.056,0,0,0.107,0.005,0.025,0.04,0.211,38893,124500
"30109",0.258,0,0.17,0.049,0.101,0.223,0.267,0.176,0.011,0.007,0,0.137,0.032,0.026,0.018,0.193,49000,106800
"30111",0.177,0.035,0.25,0.047,0.062,0.175,0.231,0.132,0.059,0.003,0.079,0.101,0.016,0.046,0.021,0.107,65656,253700
"31001",0.204,0.027,0.226,0.076,0.059,0.181,0.243,0.144,0.06,0.021,0.058,0.046,0.021,0.05,0.042,0.133,57783,143200
"31003",0.179,0.021,0.145,0.064,0.064,0.237,0.243,0.144,0.023,0.012,0.023,0.042,0.016,0.038,0.009,0.196,55802,85900
"31005",0.208,0.004,0.185,0.035,0.066,0.235,0.318,0.165,0.011,0,0,0.103,0.028,0.034,0,0.169,59375,155000
"31007",0.131,0.033,0.064,0.088,0.036,0.303,0.207,0.148,0.016,0.013,0,0.047,0.004,0.024,0,0.233,57917,178400
"31009",0.201,0.019,0.189,0.096,0.076,0.375,0.148,0.234,0,0.008,0,0.187,0.01,0.015,0,0.154,49464,84700
"31011",0.169,0.01,0.154,0.061,0.045,0.229,0.237,0.14,0.023,0.002,0.023,0.011,0.002,0.036,0.019,0.171,63668,149500
"31013",0.206,0.04,0.223,0.081,0.088,0.191,0.253,0.133,0.051,0.006,0.081,0.049,0.026,0.054,0.018,0.099,63366,132300
"31015",0.216,0.018,0.177,0.048,0.083,0.333,0.183,0.187,0.006,0.005,0.006,0.122,0,0.014,0.017,0.177,54464,89600
"31017",0.206,0.005,0.273,0.075,0.073,0.289,0.191,0.14,0.025,0.014,0.036,0.063,0,0.029,0.014,0.144,43942,79600
"31019",0.202,0.029,0.245,0.074,0.072,0.156,0.228,0.132,0.056,0.018,0.093,0.065,0.014,0.043,0.041,0.103,65810,191200
"31021",0.211,0.027,0.176,0.09,0.096,0.24,0.229,0.18,0.051,0,0.013,0.043,0.007,0.055,0.015,0.195,55769,113400
"31023",0.149,0.007,0.159,0.076,0.066,0.205,0.235,0.117,0.046,0.023,0.01,0.071,0.011,0.027,0.018,0.14,64837,135500
"31025",0.141,0.022,0.213,0.046,0.07,0.18,0.233,0.126,0.038,0.002,0.035,0.046,0.014,0.035,0.009,0.116,78251,206900
"31027",0.111,0.02,0.133,0.053,0.06,0.216,0.256,0.104,0.035,0.001,0.013,0.034,0.008,0.028,0.016,0.191,69490,134300
"31029",0.188,0.026,0.177,0.121,0.116,0.249,0.241,0.129,0.042,0.012,0.012,0.107,0.003,0.025,0.019,0.127,55690,159400
"31031",0.281,0.004,0.19,0.022,0.086,0.208,0.241,0.121,0.047,0,0.043,0.063,0.03,0.064,0.02,0.17,57719,123600
"31033",0.217,0.026,0.259,0.077,0.069,0.208,0.227,0.151,0.026,0.001,0.095,0.048,0.02,0.06,0.013,0.128,53674,102000
"31035",0.184,0.022,0.166,0.067,0.081,0.203,0.249,0.133,0.051,0.009,0.01,0.017,0.012,0.026,0.016,0.148,70690,117700
"31037",0.189,0.017,0.126,0.269,0.106,0.133,0.301,0.081,0.049,0.183,0.007,0.122,0.068,0.014,0.007,0.134,70381,89700
"31039",0.173,0.026,0.136,0.079,0.075,0.216,0.245,0.099,0.027,0.027,0.024,0.026,0.011,0.023,0.013,0.228,63125,134200
"31041",0.219,0.016,0.21,0.053,0.077,0.221,0.24,0.149,0.046,0.005,0.033,0.029,0.011,0.045,0.011,0.166,57715,115600
"31043",0.196,0.03,0.227,0.214,0.084,0.132,0.291,0.116,0.053,0.133,0.112,0.107,0.08,0.067,0.01,0.194,63053,138200
"31045",0.218,0.015,0.242,0.044,0.086,0.189,0.18,0.134,0.082,0.017,0.061,0.068,0.001,0.035,0.105,0.138,51925,131800
"31047",0.207,0.021,0.209,0.212,0.113,0.168,0.273,0.129,0.056,0.104,0.071,0.091,0.055,0.053,0.013,0.167,58402,123100
"31049",0.187,0.038,0.172,0.103,0.127,0.259,0.167,0.192,0.041,0,0.005,0.039,0.003,0.016,0.004,0.12,50924,85500
"31051",0.223,0.029,0.17,0.156,0.081,0.207,0.25,0.12,0.054,0.06,0.023,0.038,0.021,0.026,0.015,0.194,58849,98800
"31053",0.181,0.041,0.219,0.113,0.065,0.194,0.245,0.149,0.059,0.033,0.061,0.048,0.011,0.048,0.027,0.132,60962,146900
"31055",0.186,0.038,0.268,0.086,0.091,0.135,0.254,0.105,0.069,0.032,0.198,0.009,0.022,0.065,0.021,0.095,70683,192800
